199	27
452	32
818	33
819	27
346	27
347	24
340	31
341	32
342	42
343	31
810	26
811	31
812	32
813	30
348	27
349	30
816	47
817	26
719	34
718	32
717	24
716	28
715	37
714	23
713	24
712	29
711	35
710	32
915	38
129	27
914	28
606	21
917	33
916	31
911	32
619	32
424	30
427	37
298	28
299	29
296	46
297	33
294	31
295	35
292	29
293	28
290	40
291	24
591	30
590	25
593	26
592	30
595	32
198	30
597	38
596	29
195	29
194	33
197	33
196	36
191	35
190	28
193	36
192	30
270	22
271	36
272	22
273	41
274	26
275	35
276	26
277	29
278	31
279	32
569	34
497	34
524	33
525	28
526	27
527	25
520	30
521	28
522	27
523	24
528	36
529	23
449	35
826	30
345	29
443	29
442	28
441	38
440	27
447	31
446	26
445	21
444	22
108	33
109	21
102	30
103	29
100	28
101	27
106	29
107	34
104	28
105	24
902	25
903	17
900	32
38	30
906	26
907	33
904	35
905	35
33	25
32	27
908	29
909	35
37	27
36	38
35	28
34	36
641	25
640	29
643	34
642	30
645	23
644	29
438	22
439	17
436	39
437	24
434	20
435	31
432	20
433	21
430	23
820	17
339	27
338	21
335	27
334	33
337	36
336	30
331	33
330	33
333	32
332	32
744	28
558	42
854	31
344	27
856	38
857	25
850	32
851	32
852	28
0	18
42	24
858	23
859	33
555	42
6	28
99	27
98	33
91	24
90	38
93	34
92	36
95	26
94	25
97	31
96	30
814	28
815	35
153	43
740	26
741	20
742	25
743	28
559	26
745	21
746	38
747	23
748	31
554	29
557	30
556	32
551	28
550	34
553	30
552	31
238	28
239	32
234	30
235	26
236	39
237	24
230	37
426	26
232	43
233	29
231	32
1	25
155	27
146	30
147	26
618	27
145	40
142	24
143	27
140	30
141	29
612	37
613	34
610	25
611	32
616	23
617	33
614	33
149	33
46	27
948	36
949	32
946	26
947	26
944	30
945	26
942	34
943	39
940	30
941	34
768	32
689	33
688	38
685	32
684	31
687	32
686	37
681	36
680	28
683	23
682	29
458	27
459	22
133	24
132	34
131	25
130	36
137	28
499	24
135	20
134	29
494	36
495	23
218	34
138	37
490	37
491	24
492	22
493	38
24	30
25	32
26	33
27	32
20	34
21	34
22	27
23	32
28	32
29	39
407	34
406	32
939	32
404	34
403	37
402	23
401	41
400	29
933	27
932	35
931	22
930	30
937	28
936	33
409	20
408	41
628	31
758	25
136	16
242	21
183	31
415	26
379	40
378	34
228	34
829	39
828	31
825	36
370	32
373	31
372	29
375	44
374	25
823	33
376	33
708	24
709	39
704	33
705	25
706	24
707	30
700	27
144	28
702	31
703	32
393	30
392	37
391	25
89	36
397	35
396	29
395	38
394	23
82	37
83	38
80	22
398	25
86	23
87	27
84	30
85	35
797	28
414	30
795	31
794	27
793	30
792	24
791	30
929	28
897	25
749	42
799	35
798	43
7	34
170	25
586	40
587	33
584	33
585	33
582	28
583	36
580	32
581	33
588	35
589	40
245	19
244	28
247	34
246	26
241	21
240	24
243	27
921	31
615	32
249	29
248	27
924	19
419	33
519	21
518	23
511	36
510	23
513	29
512	25
515	37
514	29
517	31
516	33
623	27
622	24
621	30
620	30
627	29
626	36
625	25
624	29
450	34
451	30
629	36
453	20
454	30
455	27
456	21
457	30
185	21
179	38
178	28
177	32
176	25
175	32
174	32
173	29
172	25
171	33
594	30
977	28
976	39
975	34
974	30
973	26
972	28
971	40
970	25
654	20
979	28
978	34
656	33
599	27
180	30
655	36
652	21
653	34
650	32
598	26
186	29
188	29
189	25
658	27
187	32
184	26
651	38
568	23
869	32
868	25
13	23
12	33
15	38
14	37
17	34
16	27
861	25
18	31
863	26
862	35
865	38
864	32
867	33
866	36
938	28
659	16
883	26
882	27
881	28
880	22
887	32
886	26
885	26
884	23
889	30
888	21
657	24
496	17
63	23
355	22
322	31
323	31
320	23
321	30
326	38
327	30
324	31
325	34
328	26
329	31
759	29
201	20
774	23
777	28
202	30
771	27
204	23
773	25
206	32
209	37
208	26
350	26
779	31
778	26
77	22
76	24
75	32
74	37
73	30
72	32
71	28
70	41
79	31
78	37
805	36
804	27
669	29
668	33
667	36
666	30
665	33
664	36
663	25
662	33
661	29
660	33
215	27
692	34
693	34
690	21
691	38
696	29
697	33
694	35
695	29
698	34
699	34
542	27
543	30
540	40
541	34
546	31
547	32
544	33
545	35
8	39
548	29
549	25
68	27
995	31
994	42
997	36
996	30
991	33
990	26
993	22
992	26
258	27
999	26
998	39
120	25
121	34
122	24
123	40
124	38
125	35
126	34
127	30
128	33
2	30
765	26
928	30
19	31
416	36
417	29
410	26
411	22
412	34
413	36
920	40
498	33
922	33
923	39
418	27
925	34
926	29
927	42
319	28
318	25
313	28
312	29
311	41
310	24
317	34
316	36
315	21
314	38
448	25
139	31
832	30
833	28
830	25
831	39
836	29
837	25
834	25
835	28
838	24
839	28
808	35
3	26
368	30
369	28
366	23
367	28
364	38
365	30
362	28
363	31
360	32
361	23
952	31
380	20
381	31
382	41
383	36
384	22
385	27
386	34
387	38
388	17
389	27
784	23
785	28
786	31
787	31
780	27
781	47
782	37
783	35
148	29
788	22
789	32
860	22
605	25
579	30
578	28
150	27
573	36
572	29
571	29
570	31
577	17
576	28
575	30
574	26
182	35
61	27
62	36
259	36
64	30
65	28
66	31
67	31
252	38
69	40
250	30
251	26
253	26
257	37
254	23
154	42
603	28
156	30
405	33
731	31
730	35
733	37
732	29
735	42
734	31
737	33
736	41
739	33
507	23
504	25
505	43
502	26
503	34
500	31
501	37
630	33
631	25
632	28
633	34
469	39
468	40
636	24
637	19
465	44
464	28
467	23
466	30
461	25
39	35
463	28
462	35
901	34
390	27
169	34
164	25
165	23
166	26
167	29
160	32
161	24
162	27
163	22
964	20
965	28
966	26
967	21
960	29
961	24
962	18
963	28
968	29
969	33
935	38
934	29
31	30
30	25
878	37
879	29
876	20
877	24
874	32
875	26
872	38
873	38
870	28
871	35
9	24
890	17
891	28
892	27
893	27
894	25
895	31
896	21
958	30
898	23
899	24
646	31
255	35
649	30
648	29
357	36
356	30
809	30
354	29
353	27
352	32
351	28
950	42
803	29
802	33
801	32
800	28
807	32
806	33
359	38
358	39
216	33
217	25
214	25
769	28
212	26
213	42
210	20
211	29
762	36
763	28
760	35
761	27
766	33
767	31
764	30
219	42
40	28
41	26
289	29
288	30
4	31
281	34
280	30
283	29
282	33
285	28
284	34
287	30
286	31
678	24
679	29
674	27
675	25
676	30
677	30
670	24
671	29
672	24
673	35
263	36
262	26
261	27
260	29
267	33
266	35
265	33
264	26
269	25
268	41
701	32
60	24
59	31
58	33
55	30
54	24
57	22
56	27
51	39
50	41
53	36
52	34
537	27
536	25
535	22
534	28
533	29
532	29
531	24
530	36
539	26
538	22
987	25
775	23
988	31
989	30
200	28
982	33
983	31
980	44
981	31
986	22
203	31
984	26
985	25
115	35
114	32
117	30
116	31
111	37
110	31
113	30
112	31
205	21
119	25
118	30
770	31
647	33
207	26
256	30
772	43
953	35
429	29
428	29
919	29
918	30
421	45
420	34
423	39
422	28
425	39
910	32
913	27
912	40
308	23
309	35
855	33
300	33
301	34
302	28
303	31
304	29
305	27
306	29
307	24
371	36
181	19
776	31
824	32
827	25
847	26
846	25
845	30
844	28
843	23
842	26
841	39
840	29
821	36
853	32
849	26
848	27
377	24
822	41
954	35
431	32
753	32
752	41
751	32
750	25
757	43
756	41
755	39
754	28
560	33
561	25
562	31
563	27
564	32
565	25
566	35
567	27
506	20
229	26
738	34
227	30
226	24
225	35
224	36
223	24
222	23
221	32
220	29
88	23
726	23
727	34
724	25
725	19
722	33
723	36
720	35
721	31
728	25
729	31
151	23
604	30
607	33
152	36
601	24
600	33
157	31
602	30
159	25
158	27
609	24
608	21
634	34
399	38
635	31
959	35
11	31
81	26
48	31
49	14
951	37
47	29
44	27
45	36
955	36
43	25
957	27
956	37
638	24
5	34
639	30
10	27
508	36
796	22
460	23
489	39
488	27
487	34
486	26
485	28
484	27
483	23
482	27
481	36
480	32
509	33
790	29
472	32
473	32
470	30
471	29
476	32
477	28
474	33
475	23
168	19
478	29
479	24
