510 436 983
163 163 26
916 643 929
187 463 350
779 231 439
271 360 899
408 559 547
672 397 950
247 511 272
1 630 85
638 960 341
342 558 980
943 124 869
81 427 988
182 900 606
921 303 938
299 224 925
803 70 528
216 337 338
363 209 980
399 805 961
326 19 576
239 602 729
472 334 397
736 312 828
653 823 73
443 540 555
678 801 991
751 989 19
928 747 212
151 686 42
640 348 830
377 632 267
805 419 761
129 121 265
9 151 498
731 25 77
648 540 417
458 983 330
716 921 232
992 31 888
508 353 792
433 747 688
547 97 176
779 41 374
864 395 782
587 391 192
915 986 816
458 679 120
601 123 295
605 365 555
789 526 110
301 229 724
992 965 418
6 175 685
120 360 566
484 495 133
420 908 766
82 738 682
648 819 14
456 780 639
536 515 446
725 461 443
76 436 809
397 549 5
615 762 820
557 592 134
387 806 929
17 621 998
614 374 603
302 51 444
576 629 478
336 878 239
980 452 83
822 732 304
984 84 333
735 780 257
142 176 57
529 585 852
666 251 391
625 276 752
377 788 771
207 123 701
430 920 274
736 316 783
785 83 835
348 626 752
76 896 83
304 357 305
693 437 701
688 563 18
565 506 940
602 856 378
968 711 636
875 379 691
543 982 89
585 988 749
768 509 983
750 63 574
36 32 644
14 266 964
277 193 288
279 115 933
252 819 589
292 761 357
815 870 21
888 497 286
381 806 895
969 486 83
610 0 100
414 551 917
350 399 53
150 949 100
412 851 730
957 675 549
146 571 628
174 255 957
315 727 151
701 375 658
827 698 167
132 737 860
606 403 242
314 532 694
658 672 490
636 55 960
987 796 944
694 611 857
111 797 247
394 449 497
372 498 238
239 631 289
401 940 553
429 428 908
341 32 551
936 539 562
736 923 892
696 86 808
55 569 769
568 260 639
271 468 234
956 548 397
439 397 595
897 155 972
847 14 726
701 243 179
383 956 235
824 24 877
528 28 446
19 745 251
326 529 953
66 95 619
721 923 796
551 506 791
833 63 328
584 570 7
481 389 770
371 118 698
676 202 40
990 578 36
553 76 767
518 413 423
376 957 253
387 860 712
25 552 170
877 429 958
627 133 946
327 186 488
394 441 837
584 103 620
509 780 84
857 844 225
756 438 942
730 208 625
782 586 671
71 200 97
616 253 326
445 194 972
387 109 750
382 309 56
872 522 205
534 627 70
356 348 144
27 981 682
214 60 374
921 458 446
361 820 219
449 186 614
949 290 173
565 383 306
722 258 721
649 731 441
807 51 627
528 458 923
780 257 134
427 552 279
861 561 572
16 928 556
362 251 457
34 108 290
976 114 234
401 79 557
915 691 542
42 925 978
322 600 954
942 934 314
887 350 147
202 909 245
267 617 189
304 841 103
687 939 145
450 233 638
450 409 437
434 691 250
652 617 427
227 930 463
70 531 112
901 772 101
934 581 595
24 332 557
215 142 367
94 142 607
442 944 973
932 531 322
855 343 291
703 254 180
23 37 58
242 829 325
935 733 898
382 564 247
987 835 197
797 405 72
941 263 706
559 424 16
476 791 801
407 222 381
80 983 141
764 775 671
940 19 889
318 488 783
119 887 613
804 154 35
578 96 381
281 73 679
801 230 621
271 548 379
695 611 546
671 278 144
652 688 584
424 438 958
103 493 990
4 586 990
962 293 849
9 282 693
404 208 630
862 651 81
458 450 182
368 546 588
102 816 657
722 214 42
562 631 788
684 409 832
188 396 873
287 389 893
486 929 613
290 312 956
180 472 341
407 344 692
449 349 881
112 69 195
279 856 403
483 446 28
108 675 487
85 263 694
465 843 695
821 345 375
983 607 702
560 335 835
276 992 215
410 231 996
60 819 234
