150 493 449
864 426 969
464 552 191
282 446 49
972 309 473
6 760 624
143 378 197
262 842 188
776 565 452
576 507 599
400 209 172
636 603 797
665 796 998
817 781 67
554 252 486
130 329 114
892 36 914
445 621 800
606 374 846
975 150 791
915 443 528
195 556 278
615 739 438
581 750 536
210 938 13
774 690 837
754 787 812
20 41 907
909 109 9
539 782 808
87 427 463
193 360 255
446 563 213
902 522 569
882 848 630
918 922 353
684 731 988
422 785 334
741 642 614
818 171 462
867 935 359
900 184 27
894 288 96
910 63 382
552 384 356
481 635 679
712 723 478
812 103 322
88 91 689
875 845 250
413 256 998
583 895 113
444 22 578
533 586 723
4 786 177
613 978 777
411 548 781
831 853 648
300 197 291
838 790 866
831 661 749
383 181 52
877 70 633
599 266 213
337 566 680
455 216 53
885 978 333
969 619 629
796 430 114
63 615 517
159 808 97
756 609 472
450 233 981
588 595 634
547 328 504
892 323 970
110 707 201
121 679 576
946 164 884
757 731 929
943 204 770
219 411 997
224 347 858
545 571 217
997 869 905
204 522 387
671 491 494
515 551 368
733 44 361
446 189 957
59 454 417
348 449 564
325 934 435
734 16 74
453 984 267
940 849 377
218 380 310
344 304 38
188 915 386
397 881 243
910 71 482
756 937 849
150 64 333
574 58 731
447 76 317
451 900 947
352 695 224
76 247 818
494 517 427
428 498 419
478 781 872
375 8 604
404 829 1
535 15 790
3 377 545
986 505 343
588 416 863
324 134 429
920 999 992
852 374 283
985 757 250
13 664 600
31 689 818
677 573 659
628 987 534
329 879 141
887 416 390
225 586 934
349 632 642
478 505 535
105 149 616
524 605 61
277 916 730
712 699 323
779 852 493
814 247 749
670 174 819
204 884 69
292 324 689
541 492 937
734 781 433
536 452 47
585 301 125
945 613 666
538 254 954
581 872 294
716 703 735
909 407 523
248 347 130
237 734 680
681 522 68
61 13 390
610 322 465
179 719 229
258 954 518
360 3 211
920 589 879
405 97 368
877 355 75
569 70 248
445 889 713
602 329 481
389 315 876
481 628 555
437 50 241
364 972 139
337 828 388
846 730 973
894 281 879
572 341 229
238 240 430
634 442 335
247 838 915
124 880 125
492 364 529
321 582 336
716 550 825
665 528 848
86 124 249
536 295 963
588 310 148
641 487 345
289 617 263
171 185 581
481 117 810
324 56 983
69 631 948
11 196 905
689 546 114
535 151 272
764 58 702
895 397 399
399 835 462
948 38 115
848 154 695
23 2 252
63 421 696
925 616 1
668 473 362
794 290 158
665 568 976
54 230 13
102 420 904
163 907 685
505 36 735
258 551 801
89 641 677
925 452 732
928 254 683
123 92 145
309 193 311
359 369 75
885 268 432
534 498 525
139 303 528
528 2 300
692 715 577
537 106 388
781 322 740
121 574 919
656 149 913
81 462 643
682 497 297
881 650 104
60 31 735
777 205 986
224 103 124
579 232 783
336 905 552
881 733 880
732 968 782
701 736 229
467 529 113
428 574 300
639 488 343
177 791 822
339 124 845
539 352 339
166 567 22
992 305 884
867 515 284
457 198 670
643 460 752
382 969 630
590 507 25
848 442 977
435 41 241
867 415 733
85 650 438
744 583 785
685 621 829
406 82 277
578 749 605
357 290 302
862 662 51
766 66 68
694 696 30
640 536 930
48 232 766
725 373 622
152 6 983
831 489 138
639 3 381
482 876 147
171 216 369
433 922 260
828 905 658
954 865 45
537 370 21
347 664 767
72 863 492
31 656 894
228 141 960
407 130 882
743 427 234
62 546 856
798 323 407
704 858 469
769 564 895
243 582 447
7 240 394
394 331 200
909 772 349
374 537 589
948 219 65
198 460 669
315 209 570
971 797 494
261 7 108
896 987 233
239 799 887
443 766 825
768 82 252
561 377 39
211 473 113
762 370 782
527 642 836
453 255 647
376 314 98
840 442 176
366 939 346
190 134 834
137 255 475
736 872 694
841 194 331
164 210 582
255 829 43
111 601 904
49 389 237
631 770 947
366 608 494
553 422 973
256 340 596
657 369 683
737 306 990
259 699 804
167 541 982
650 245 785
825 517 264
838 853 455
780 82 520
954 710 591
446 176 771
513 825 744
740 995 915
998 122 913
111 513 987
224 242 784
865 115 343
565 651 934
759 358 681
559 364 711
900 848 557
838 82 784
339 848 795
638 130 880
577 174 896
542 295 951
349 58 89
361 117 240
9 269 299
761 360 215
274 815 295
619 334 141
828 295 650
254 308 229
929 801 372
31 343 132
948 928 877
588 77 878
