191 208 445
345 550 453
466 127 862
287 187 321
527 697 729
799 265 158
943 657 860
362 465 689
267 588 171
580 396 9
474 557 480
660 303 172
921 752 265
602 27 173
380 809 344
139 950 994
531 587 721
529 286 585
254 994 607
78 908 952
107 849 257
97 811 346
118 953 311
927 980 350
619 848 868
93 521 84
681 660 636
178 357 415
516 539 737
349 185 271
370 348 22
33 252 284
793 833 125
639 492 460
287 359 591
650 526 684
846 655 661
498 45 850
596 426 797
407 599 22
28 663 116
563 916 446
269 828 518
571 82 990
612 710 797
274 544 710
265 709 285
320 642 72
774 132 480
331 783 355
129 834 870
57 831 608
851 483 499
904 495 521
276 941 688
100 758 297
47 91 990
537 204 793
429 524 348
476 454 921
421 688 623
642 722 580
961 255 807
373 72 529
683 38 84
8 736 401
787 923 330
58 794 940
978 974 670
756 16 500
759 331 206
505 731 309
988 764 52
309 848 289
40 259 373
325 601 724
278 113 285
197 719 938
316 948 880
705 188 410
451 533 124
469 815 372
221 645 372
116 817 767
514 719 602
766 701 639
747 746 96
404 635 658
548 212 314
304 893 605
41 794 840
233 947 958
511 841 749
101 656 55
905 180 393
216 872 841
831 165 115
287 131 799
129 525 196
307 84 201
649 139 817
990 199 653
554 383 418
969 316 605
407 392 828
403 30 799
885 452 986
924 752 252
906 7 685
212 410 153
719 112 943
393 197 692
940 902 711
56 787 638
851 45 837
23 687 224
436 486 435
249 773 2
914 405 854
16 417 472
674 630 93
702 559 632
416 79 611
323 589 76
414 769 431
521 66 494
775 172 880
932 200 848
923 284 334
68 203 473
914 160 508
225 246 284
180 99 57
1 603 561
750 853 312
656 281 70
629 137 194
914 420 459
777 751 896
875 462 274
90 22 267
291 82 587
135 894 249
610 219 673
132 982 288
956 31 499
834 714 903
47 883 906
828 728 968
536 812 848
799 992 641
365 392 735
445 462 918
873 791 358
335 804 873
845 237 631
463 245 390
981 104 227
423 799 54
460 921 121
214 576 279
913 375 779
876 600 390
830 497 289
38 323 938
873 911 625
130 538 929
385 267 535
454 545 992
251 821 938
979 394 500
497 786 860
810 643 730
449 252 928
851 314 178
67 959 2
419 437 410
759 74 243
360 979 701
250 654 827
630 752 852
778 257 17
282 96 436
477 791 283
812 679 612
903 326 526
908 802 994
854 979 331
997 132 836
205 347 186
222 244 157
725 631 968
918 322 875
348 974 26
716 572 283
725 0 729
720 289 569
415 706 864
597 483 120
34 309 336
905 783 96
782 605 410
759 10 144
720 62 375
630 129 191
818 419 529
961 579 793
814 485 553
193 939 737
957 868 515
295 67 637
861 456 481
194 874 679
799 366 259
404 856 108
610 446 110
593 96 494
432 239 606
24 115 188
77 786 91
861 685 965
728 948 866
25 891 135
750 16 981
378 711 266
312 250 506
585 859 230
989 668 666
276 149 409
692 783 749
871 932 726
48 340 889
592 154 203
18 426 120
983 255 487
99 178 208
11 699 355
834 479 208
90 182 897
501 326 324
589 791 228
561 734 105
609 301 885
433 580 46
696 640 306
279 56 725
387 5 636
894 710 42
632 24 64
753 895 632
206 55 417
918 675 713
71 850 46
852 597 246
673 104 40
306 269 929
473 65 982
955 566 530
735 614 132
75 703 475
437 444 349
280 658 474
842 715 751
78 945 892
696 513 470
205 841 70
711 406 295
661 373 957
757 866 854
181 165 44
620 362 813
6 547 998
979 476 595
102 998 367
751 931 790
259 521 685
729 737 491
740 584 711
444 670 879
981 171 874
675 539 282
169 530 843
778 639 623
745 239 734
904 382 658
657 342 368
43 687 744
734 371 401
407 95 562
617 575 89
681 236 663
857 968 815
376 650 184
556 1 594
703 284 756
677 907 999
295 479 856
732 221 844
407 581 496
154 483 424
94 954 999
456 232 616
890 748 245
708 204 620
702 944 121
29 993 344
566 833 823
288 698 426
66 917 360
286 343 697
547 622 195
212 586 259
38 52 39
976 948 161
767 385 76
882 560 167
550 832 998
994 401 319
152 941 945
871 327 69
67 597 485
995 363 62
659 346 302
27 224 636
389 702 362
267 663 552
271 927 684
188 650 848
830 147 151
407 364 764
411 611 949
679 795 991
442 662 97
455 524 820
100 711 653
876 453 609
168 284 968
249 74 674
419 959 525
961 589 284
797 60 198
230 595 692
37 254 459
630 646 302
594 383 246
207 59 403
396 111 20
653 558 120
76 692 945
343 714 419
1 312 227
908 144 847
109 64 338
487 777 731
966 156 77
148 573 354
712 474 151
929 85 832
22 600 768
57 428 229
340 113 303
422 358 584
646 326 170
151 89 645
313 481 987
126 823 524
377 669 650
764 145 70
804 448 753
245 500 156
847 336 320
585 175 527
180 945 924
355 745 198
622 845 121
295 656 351
532 455 821
913 822 105
370 978 858
537 364 129
176 26 412
342 671 831
145 423 26
434 117 693
296 65 668
565 178 28
564 724 605
598 66 178
274 279 446
586 615 630
923 385 185
901 870 235
283 111 817
147 535 718
487 966 822
70 279 654
110 408 173
530 395 191
589 937 375
225 427 471
322 758 48
4 400 392
70 53 397
850 676 188
899 927 796
872 392 678
988 142 405
618 301 26
745 53 387
495 173 46
42 223 528
345 759 192
739 295 438
917 240 321
183 687 822
158 577 697
995 424 673
697 364 734
912 678 986
197 66 571
505 558 88
79 771 997
929 486 468
379 952 261
524 846 743
21 977 523
313 911 586
420 520 566
449 883 683
933 217 915
717 836 925
345 802 49
864 566 795
277 806 553
279 98 801
358 961 997
658 631 429
272 373 690
133 242 574
966 586 823
318 156 609
419 160 79
703 12 935
516 875 323
925 261 532
594 840 786
591 306 574
605 387 923
934 785 967
114 238 319
355 843 511
146 331 395
19 748 201
17 234 894
760 92 487
247 531 547
510 136 991
808 76 634
634 486 88
641 948 190
484 792 896
173 28 476
736 383 287
716 269 628
374 915 715
832 258 935
473 3 944
760 244 831
806 628 328
643 124 190
602 399 390
849 512 201
783 752 936
80 104 883
572 745 528
198 184 41
531 104 552
839 674 822
201 87 589
530 884 961
658 455 911
54 512 236
